Account_ID,Customer_Name,Age,Gender,Account_Type,Balance,Transaction_Amount,Transaction_Type,Transaction_Date,Branch,IFSC_Code,Loan_Status,Credit_Score,KYC_Status,Account_Status
A10371,Sara,40,Female,Credit,155965,27514,credit,2021-07-10,Pune,AXIS004,Rejected,391,Rejected,Inactive
A11164,Sara,23,Female,Loan,171539,40862,credit,2021-09-09,Chennai,Unknown,Rejected,505,Rejected,Inactive
A13313,Amit,41,Other,Credit,61498,25538,credit,2024-10-13,Unknown,AXIS004,Pending,568,Pending,Inactive
A10960,Unknown,24,Female,Current,124984,-6828,debit,2023-03-21,Chennai,ICICI003,Rejected,880,Pending,Inactive
A12305,Unknown,40,Other,Unknown,16892,-3894,debit,2023-01-22,Delhi,HDFC001,Approved,655,Verified,Dormant
A13492,Sara,41,Male,Loan,135107,29932,credit,2022-12-08,Mumbai,SBI002,Rejected,433,Pending,Inactive
A12336,John,19,Other,Unknown,4898,3228,credit,2023-08-06,Unknown,Unknown,Pending,384,Pending,Dormant
A11534,John,50,Other,Unknown,8788,-19842,debit,2022-07-31,Bangalore,Unknown,Approved,427,Verified,Active
A13356,Amit,57,Male,Current,125216,43531,credit,2023-05-19,Chennai,Unknown,Approved,831,Verified,Active
A12746,Ravi,44,Other,Loan,126845,-29599,debit,2021-07-12,Bangalore,Unknown,Rejected,433,Rejected,Inactive
A12754,Unknown,49,Female,Loan,198876,-37269,debit,2023-10-13,Pune,Unknown,Pending,513,Pending,Closed
A12780,Unknown,37,Other,Credit,120379,8381,credit,2022-06-22,Bangalore,HDFC001,Rejected,630,Rejected,Inactive
A11089,Priya,43,Male,Savings,134799,-2031,debit,2023-11-18,Mumbai,ICICI003,Rejected,378,Rejected,Inactive
A11229,Neha,26,Male,Loan,44309,5795,credit,2024-01-30,Chennai,AXIS004,Approved,351,Verified,Active
A12387,Amit,25,Female,Unknown,99308,-1576,debit,2024-04-15,Delhi,HDFC001,Rejected,588,Pending,Inactive
A12607,Amit,29,Female,Loan,76757,-3129,debit,2021-11-18,Unknown,Unknown,Rejected,552,Pending,Dormant
A12641,Ravi,45,Female,Loan,138650,15232,credit,2023-01-31,Unknown,ICICI003,Rejected,601,Pending,Active
A10420,Unknown,73,Male,Loan,115535,12563,credit,2025-03-24,Unknown,HDFC001,Rejected,313,Rejected,Inactive
A13271,Amit,35,Other,Credit,7326,11364,credit,2023-05-16,Unknown,AXIS004,Rejected,786,Pending,Inactive
A11333,Neha,58,Other,Unknown,154155,47562,credit,2022-10-31,Unknown,ICICI003,Pending,802,Pending,Closed
A11734,Amit,25,Other,Unknown,72291,19637,credit,2025-08-28,Bangalore,AXIS004,Pending,565,Pending,Active
A10649,Neha,18,Female,Loan,107224,-1981,debit,2025-11-09,Mumbai,HDFC001,Rejected,478,Verified,Dormant
A12834,Neha,29,Male,Current,2495,10947,credit,2024-12-17,Mumbai,Unknown,Rejected,533,Rejected,Inactive
A11181,Ravi,33,Female,Unknown,35016,-25563,debit,2022-09-09,Bangalore,Unknown,Pending,457,Pending,Dormant
A10693,Amit,53,Other,Unknown,107046,148,credit,2022-07-28,Unknown,Unknown,Rejected,347,Rejected,Inactive
A13004,John,30,Other,Credit,58793,-10442,debit,2021-02-07,Chennai,HDFC001,Rejected,315,Rejected,Inactive
A10554,Neha,26,Other,Credit,138536,8819,credit,2021-04-10,Unknown,AXIS004,Rejected,338,Pending,Inactive
A12514,Unknown,22,Male,Unknown,199686,46251,credit,2022-04-11,Unknown,Unknown,Rejected,432,Pending,Inactive
A12690,Neha,28,Other,Current,81084,-11061,debit,2024-04-26,Delhi,ICICI003,Pending,506,Pending,Dormant
A12845,Amit,43,Female,Loan,-1994,-43637,debit,2021-04-01,Bangalore,Unknown,Rejected,515,Rejected,Inactive
A12449,Amit,53,Other,Unknown,59667,26492,credit,2025-05-09,Unknown,HDFC001,Rejected,707,Pending,Inactive
A12083,Priya,27,Female,Loan,71029,639,credit,2022-07-17,Bangalore,Unknown,Rejected,831,Pending,Inactive
A12936,Ravi,72,Other,Unknown,30756,33766,credit,2021-11-16,Mumbai,HDFC001,Approved,560,Verified,Active
A13347,Ravi,38,Female,Savings,116924,-18182,debit,2021-09-27,Chennai,SBI002,Rejected,734,Rejected,Closed
A10355,Neha,22,Other,Unknown,147710,-15463,debit,2022-06-27,Pune,ICICI003,Rejected,544,Rejected,Dormant
A12925,Amit,57,Female,Credit,119411,31677,credit,2021-03-25,Delhi,Unknown,Rejected,767,Pending,Inactive
A11720,Neha,34,Other,Loan,113936,24563,credit,2024-07-24,Unknown,AXIS004,Rejected,530,Pending,Inactive
A11730,Priya,36,Male,Unknown,192940,-5579,debit,2024-08-19,Delhi,HDFC001,Rejected,604,Pending,Active
A12836,Ravi,64,Other,Current,9895,-2699,debit,2023-11-03,Bangalore,HDFC001,Approved,494,Verified,Active
A13203,Ravi,32,Other,Unknown,99240,-4524,debit,2024-08-17,Unknown,Unknown,Rejected,542,Pending,Inactive
A10081,Neha,19,Other,Current,45039,-32238,debit,2025-06-30,Unknown,Unknown,Rejected,404,Pending,Inactive
A12988,Neha,64,Other,Current,174359,6478,credit,2022-05-25,Bangalore,AXIS004,Rejected,835,Pending,Inactive
A12086,John,43,Other,Unknown,129680,-14168,debit,2023-10-09,Chennai,AXIS004,Rejected,484,Rejected,Inactive
A13114,Amit,18,Other,Loan,144231,-45445,debit,2021-07-08,Delhi,AXIS004,Rejected,618,Pending,Closed
A13018,John,66,Female,Loan,134702,-12591,debit,2024-06-24,Unknown,SBI002,Rejected,624,Rejected,Inactive
A10549,Amit,48,Female,Unknown,42526,-11959,debit,2021-10-29,Bangalore,SBI002,Rejected,511,Rejected,Inactive
A10362,John,21,Other,Unknown,2144,2033,credit,2022-06-17,Unknown,HDFC001,Rejected,323,Rejected,Inactive
A10552,Neha,28,Other,Unknown,18994,-24178,debit,2021-11-15,Mumbai,Unknown,Rejected,700,Rejected,Inactive
A11903,Neha,39,Male,Unknown,142771,-13972,debit,2022-08-27,Unknown,HDFC001,Pending,371,Pending,Active
A11668,Neha,39,Other,Credit,74261,16575,credit,2024-12-02,Chennai,Unknown,Rejected,832,Rejected,Inactive
A11459,John,57,Other,Current,135410,24591,credit,2024-04-01,Bangalore,AXIS004,Rejected,541,Rejected,Inactive
A12454,Unknown,64,Female,Credit,174812,-1061,debit,2024-04-01,Chennai,Unknown,Approved,785,Verified,Active
A12725,Neha,51,Female,Unknown,37371,41532,credit,2023-09-05,Unknown,Unknown,Rejected,359,Rejected,Inactive
A12851,Amit,18,Other,Savings,41978,17741,credit,2025-05-18,Unknown,AXIS004,Pending,403,Pending,Active
A10542,Unknown,51,Other,Loan,43001,599,credit,2022-05-02,Unknown,ICICI003,Rejected,676,Rejected,Active
A11799,Amit,19,Other,Credit,-4822,-40062,debit,2021-12-15,Bangalore,AXIS004,Rejected,512,Rejected,Inactive
A13032,Ravi,30,Male,Unknown,135686,46241,credit,2021-03-06,Pune,AXIS004,Rejected,664,Rejected,Inactive
A11624,Amit,34,Male,Credit,133231,-4878,debit,2025-01-08,Mumbai,Unknown,Rejected,776,Rejected,Inactive
A10239,Neha,20,Male,Unknown,94558,25756,credit,2023-04-07,Mumbai,ICICI003,Rejected,722,Pending,Active
A11935,Amit,43,Other,Savings,25877,-5379,debit,2023-10-15,Chennai,AXIS004,Rejected,553,Rejected,Inactive
A12442,Amit,21,Other,Credit,93277,-5167,debit,2024-06-14,Bangalore,AXIS004,Pending,823,Verified,Active
A13219,Amit,29,Other,Unknown,196445,20958,credit,2022-03-12,Unknown,Unknown,Pending,842,Verified,Active
A12893,John,29,Other,Credit,117301,7857,credit,2022-02-28,Bangalore,ICICI003,Rejected,639,Rejected,Inactive
A12023,Neha,18,Female,Unknown,135952,19913,credit,2023-04-28,Bangalore,Unknown,Approved,872,Verified,Active
A11848,Unknown,59,Male,Credit,135951,39,credit,2024-10-11,Unknown,Unknown,Rejected,788,Pending,Inactive
A12021,Amit,20,Other,Credit,36432,-16087,debit,2024-07-15,Bangalore,Unknown,Approved,775,Verified,Active
A11938,John,32,Female,Unknown,88992,44334,credit,2025-04-08,Bangalore,AXIS004,Rejected,484,Rejected,Inactive
A10060,Neha,26,Other,Loan,140284,32809,credit,2022-03-21,Pune,Unknown,Rejected,781,Rejected,Inactive
A10024,Neha,31,Female,Credit,35846,48116,credit,2024-08-29,Chennai,HDFC001,Rejected,400,Rejected,Active
A10160,Amit,40,Female,Credit,59642,29104,credit,2024-07-17,Chennai,Unknown,Rejected,692,Pending,Inactive
A13436,Amit,70,Male,Current,170018,14420,credit,2024-07-02,Unknown,HDFC001,Rejected,571,Rejected,Inactive
A13367,Amit,38,Female,Unknown,150252,-44015,debit,2024-11-05,Unknown,Unknown,Rejected,547,Pending,Inactive
A12932,Unknown,48,Other,Credit,49747,49649,credit,2023-12-02,Pune,SBI002,Rejected,861,Rejected,Active
A13176,Unknown,28,Male,Unknown,90567,15187,credit,2025-02-18,Unknown,AXIS004,Rejected,474,Rejected,Inactive
A11406,Unknown,21,Other,Loan,173647,-11059,debit,2021-09-05,Mumbai,ICICI003,Rejected,604,Pending,Dormant
A10367,Amit,25,Other,Credit,147467,2376,credit,2022-01-28,Chennai,Unknown,Rejected,509,Rejected,Closed
A10116,John,27,Other,Unknown,111585,9794,credit,2024-06-09,Chennai,ICICI003,Rejected,605,Pending,Active
A12020,Ravi,50,Male,Credit,185872,24637,credit,2025-02-19,Bangalore,AXIS004,Approved,766,Verified,Active
A12026,Neha,31,Female,Credit,43489,37175,credit,2022-06-22,Delhi,HDFC001,Rejected,527,Pending,Inactive
A10016,Sara,67,Male,Credit,100590,4931,credit,2023-07-18,Delhi,HDFC001,Rejected,827,Pending,Inactive
A10948,John,19,Female,Credit,40010,622,credit,2022-06-14,Bangalore,Unknown,Rejected,473,Rejected,Inactive
A12266,John,18,Female,Loan,175262,46839,credit,2022-12-27,Pune,HDFC001,Rejected,691,Rejected,Inactive
A12256,Neha,51,Other,Credit,111076,36468,credit,2021-12-31,Chennai,ICICI003,Rejected,372,Pending,Inactive
A10814,Amit,42,Other,Credit,144553,18339,credit,2022-12-08,Chennai,Unknown,Rejected,495,Rejected,Inactive
A13296,Neha,38,Female,Loan,153061,3233,credit,2021-01-13,Chennai,HDFC001,Rejected,463,Rejected,Active
A12654,Priya,54,Female,Unknown,133353,10448,credit,2022-04-30,Delhi,Unknown,Rejected,674,Pending,Inactive
A11876,Neha,59,Female,Savings,29592,-28941,debit,2025-12-10,Unknown,AXIS004,Rejected,666,Pending,Active
A10172,Ravi,44,Other,Current,90109,-1933,debit,2023-10-22,Pune,AXIS004,Rejected,860,Rejected,Inactive
A12643,Unknown,45,Female,Savings,168298,43897,credit,2024-05-04,Delhi,ICICI003,Rejected,406,Pending,Inactive
A11143,John,41,Female,Current,-1419,-2189,debit,2024-01-30,Pune,HDFC001,Rejected,306,Rejected,Inactive
A11591,John,44,Other,Loan,110894,23709,credit,2023-08-17,Chennai,HDFC001,Pending,430,Pending,Inactive
A11378,Sara,27,Male,Credit,5240,3803,credit,2024-02-16,Delhi,SBI002,Rejected,867,Pending,Inactive
A13483,Amit,24,Other,Credit,134450,405,credit,2022-05-22,Bangalore,Unknown,Rejected,300,Rejected,Dormant
A12349,Amit,21,Female,Credit,191147,-10835,debit,2025-11-21,Chennai,AXIS004,Rejected,748,Rejected,Closed
A13042,Priya,59,Other,Loan,146018,-15598,debit,2021-07-13,Pune,Unknown,Approved,665,Verified,Active
A11361,Sara,65,Male,Unknown,78902,-38999,debit,2024-09-13,Pune,HDFC001,Pending,789,Pending,Closed
A13483,Amit,24,Other,Credit,66278,-264,debit,2023-08-27,Bangalore,Unknown,Pending,487,Pending,Active
A10432,Priya,58,Other,Loan,58293,25207,credit,2023-09-16,Bangalore,SBI002,Approved,869,Verified,Active
A12007,John,27,Male,Credit,166614,-25973,debit,2024-08-09,Unknown,Unknown,Rejected,721,Pending,Dormant
A12910,Amit,26,Other,Savings,194244,12511,credit,2023-10-21,Pune,ICICI003,Rejected,656,Rejected,Inactive
A11413,Priya,55,Male,Unknown,60467,6338,credit,2025-02-14,Unknown,AXIS004,Rejected,823,Verified,Closed
A10377,Neha,54,Other,Credit,72350,-40399,debit,2025-07-28,Chennai,HDFC001,Rejected,661,Pending,Active
A10231,John,35,Other,Unknown,143910,23133,credit,2025-06-18,Unknown,HDFC001,Approved,693,Verified,Active
A10737,Amit,48,Other,Current,36247,24630,credit,2025-08-21,Pune,SBI002,Rejected,300,Pending,Inactive
A10881,Amit,19,Female,Credit,49006,-31725,debit,2023-09-09,Mumbai,SBI002,Rejected,301,Rejected,Inactive
A10994,Amit,47,Other,Current,7466,-12843,debit,2022-09-30,Chennai,Unknown,Rejected,695,Rejected,Active
A11820,John,71,Other,Loan,149149,17870,credit,2022-05-04,Delhi,ICICI003,Approved,795,Verified,Active
A13316,Amit,34,Male,Unknown,74655,-38878,debit,2021-05-23,Delhi,SBI002,Rejected,847,Pending,Inactive
A13137,Amit,38,Male,Unknown,173284,23200,credit,2021-07-02,Bangalore,AXIS004,Rejected,818,Pending,Inactive
A12116,John,26,Other,Current,194795,-5570,debit,2021-02-04,Delhi,Unknown,Rejected,487,Pending,Inactive
A12773,Ravi,73,Other,Savings,10838,18184,credit,2022-11-19,Chennai,HDFC001,Rejected,804,Verified,Closed
A12504,John,30,Male,Loan,45048,19610,credit,2025-08-24,Mumbai,AXIS004,Rejected,516,Pending,Inactive
A11788,Amit,47,Other,Unknown,68393,-18170,debit,2023-01-02,Unknown,ICICI003,Rejected,366,Pending,Inactive
A10370,Amit,61,Other,Unknown,30173,28601,credit,2021-05-21,Chennai,AXIS004,Approved,357,Verified,Active
A12977,Amit,32,Other,Unknown,183913,31042,credit,2021-08-12,Unknown,ICICI003,Rejected,582,Pending,Active
A11398,Neha,19,Female,Current,117044,47511,credit,2022-07-30,Delhi,Unknown,Rejected,413,Rejected,Inactive
A11584,John,19,Other,Unknown,188643,15945,credit,2025-01-27,Delhi,Unknown,Rejected,515,Pending,Inactive
A11123,Priya,43,Other,Unknown,199314,4410,credit,2024-01-05,Bangalore,Unknown,Pending,646,Pending,Dormant
A11605,John,54,Other,Unknown,150364,-10643,debit,2025-03-12,Unknown,Unknown,Rejected,689,Pending,Closed
A11985,Ravi,34,Male,Current,193761,40843,credit,2024-06-14,Unknown,Unknown,Rejected,708,Verified,Active
A11635,John,68,Other,Savings,147512,11943,credit,2021-06-27,Pune,SBI002,Rejected,675,Pending,Closed
A12119,Ravi,29,Other,Credit,43687,-21374,debit,2022-01-05,Unknown,HDFC001,Rejected,406,Pending,Inactive
A12561,John,64,Other,Loan,73388,12873,credit,2024-12-11,Delhi,SBI002,Approved,727,Verified,Dormant
A10129,Priya,20,Male,Loan,113820,-17266,debit,2024-09-20,Pune,Unknown,Rejected,692,Rejected,Inactive
A10199,Amit,26,Other,Unknown,5473,9775,credit,2022-04-27,Delhi,AXIS004,Pending,530,Pending,Closed
A11124,John,46,Other,Unknown,102619,-7997,debit,2021-08-08,Bangalore,AXIS004,Rejected,489,Rejected,Inactive
A12637,John,44,Other,Savings,95762,18936,credit,2023-04-08,Mumbai,ICICI003,Rejected,712,Pending,Inactive
A13250,Ravi,59,Male,Loan,168111,6991,credit,2022-08-21,Pune,ICICI003,Rejected,377,Verified,Active
A11435,John,19,Male,Unknown,38833,12418,credit,2021-09-09,Unknown,Unknown,Rejected,413,Pending,Inactive
A10096,Amit,20,Other,Loan,53005,-1290,debit,2021-12-20,Delhi,Unknown,Rejected,520,Rejected,Closed
A11579,Amit,26,Other,Credit,80870,1856,credit,2024-06-12,Unknown,HDFC001,Pending,406,Pending,Active
A12402,Priya,37,Other,Savings,135284,30200,credit,2025-03-18,Mumbai,Unknown,Rejected,852,Rejected,Inactive
A11325,Sara,45,Male,Credit,45941,45295,credit,2021-01-20,Pune,HDFC001,Rejected,897,Pending,Inactive
A10100,Amit,42,Other,Unknown,150006,27275,credit,2024-11-20,Bangalore,AXIS004,Rejected,823,Pending,Inactive
A10336,Priya,40,Other,Credit,186075,-20144,debit,2025-07-27,Unknown,Unknown,Approved,595,Verified,Dormant
A10112,Priya,40,Male,Credit,83118,-1139,debit,2023-02-17,Mumbai,HDFC001,Rejected,389,Rejected,Inactive
A13306,Priya,43,Male,Credit,141516,9476,credit,2023-03-07,Unknown,SBI002,Approved,537,Verified,Active
A10889,Priya,42,Female,Savings,188685,42819,credit,2023-04-28,Delhi,AXIS004,Rejected,711,Pending,Active
A12987,Amit,54,Female,Unknown,49868,-15170,debit,2022-12-07,Unknown,AXIS004,Pending,774,Pending,Dormant
A12568,Ravi,38,Other,Savings,74852,37660,credit,2023-05-18,Delhi,SBI002,Rejected,524,Pending,Inactive
A12259,Amit,54,Male,Savings,194031,3421,credit,2021-01-01,Unknown,Unknown,Rejected,875,Rejected,Inactive
A12990,Neha,33,Other,Savings,51040,-45106,debit,2024-09-22,Bangalore,Unknown,Rejected,835,Pending,Inactive
A12624,Amit,42,Female,Unknown,142090,22399,credit,2025-05-28,Unknown,SBI002,Pending,331,Pending,Active
A10372,Neha,48,Other,Current,90768,42612,credit,2024-07-21,Chennai,HDFC001,Pending,625,Pending,Inactive
A13168,Priya,30,Other,Current,59270,43758,credit,2023-01-13,Bangalore,Unknown,Approved,838,Verified,Active
A11506,Ravi,37,Other,Credit,24898,36645,credit,2025-10-15,Unknown,Unknown,Rejected,399,Pending,Inactive
A10875,Priya,53,Other,Credit,109959,-17172,debit,2025-11-23,Unknown,HDFC001,Rejected,474,Rejected,Inactive
A12437,John,39,Female,Unknown,31503,-11051,debit,2021-02-20,Unknown,AXIS004,Rejected,506,Pending,Inactive
A10341,Priya,74,Other,Unknown,125921,-19796,debit,2024-07-04,Delhi,SBI002,Rejected,487,Rejected,Inactive
A12328,Priya,22,Other,Savings,139193,902,credit,2021-10-07,Delhi,AXIS004,Rejected,691,Pending,Inactive
A11026,John,52,Female,Unknown,175926,6025,credit,2022-07-12,Delhi,AXIS004,Rejected,866,Pending,Inactive
A12557,John,22,Other,Unknown,88727,-12814,debit,2021-12-04,Unknown,ICICI003,Approved,714,Verified,Active
A13069,Ravi,19,Other,Credit,136184,-635,debit,2022-09-18,Pune,SBI002,Approved,820,Verified,Active
A11132,Ravi,23,Other,Current,41636,5396,credit,2024-05-09,Unknown,ICICI003,Approved,789,Verified,Active
A12251,John,26,Female,Unknown,195374,-7916,debit,2023-10-31,Bangalore,AXIS004,Rejected,483,Rejected,Inactive
A10243,Amit,39,Female,Credit,90299,28625,credit,2024-10-03,Delhi,HDFC001,Approved,832,Verified,Active
A10374,John,52,Other,Unknown,80313,-35325,debit,2023-04-22,Unknown,Unknown,Rejected,342,Pending,Inactive
A10863,Sara,42,Female,Loan,51566,22647,credit,2024-10-26,Mumbai,SBI002,Approved,767,Verified,Active
A10065,Sara,26,Male,Current,122336,-20340,debit,2021-06-28,Unknown,AXIS004,Rejected,534,Rejected,Dormant
A12512,Unknown,74,Other,Credit,34421,-44943,debit,2024-08-04,Delhi,ICICI003,Rejected,735,Pending,Closed
A12418,Amit,18,Other,Unknown,78240,-44232,debit,2022-01-27,Unknown,Unknown,Rejected,866,Rejected,Inactive
A10210,Sara,66,Male,Savings,114419,49835,credit,2023-10-19,Delhi,SBI002,Approved,832,Verified,Active
A13470,Priya,48,Female,Unknown,101008,27294,credit,2025-01-22,Mumbai,AXIS004,Rejected,574,Pending,Inactive
A11135,Unknown,50,Other,Unknown,165079,-16027,debit,2024-06-15,Pune,HDFC001,Approved,361,Verified,Dormant
A11903,Neha,39,Male,Unknown,14483,38370,credit,2021-07-18,Unknown,HDFC001,Rejected,564,Pending,Dormant
A12245,Neha,21,Male,Unknown,190110,-8779,debit,2021-05-08,Unknown,HDFC001,Rejected,597,Rejected,Inactive
A10801,John,45,Other,Unknown,8617,20723,credit,2024-05-07,Mumbai,ICICI003,Rejected,549,Pending,Inactive
A11154,John,38,Other,Current,95051,-45003,debit,2023-06-11,Unknown,Unknown,Rejected,367,Rejected,Inactive
A10539,Sara,38,Other,Credit,116754,40701,credit,2025-06-26,Delhi,SBI002,Rejected,619,Rejected,Inactive
A12792,John,35,Other,Unknown,86276,32192,credit,2022-07-18,Unknown,AXIS004,Rejected,385,Pending,Inactive
A10375,Amit,35,Other,Credit,-2611,-5873,debit,2022-04-12,Bangalore,AXIS004,Rejected,574,Pending,Inactive
A13219,Amit,29,Other,Unknown,128945,12251,credit,2022-03-04,Unknown,Unknown,Rejected,382,Rejected,Active
A10839,Priya,36,Other,Unknown,121871,21265,credit,2024-10-07,Mumbai,HDFC001,Pending,586,Verified,Active
A12028,Neha,45,Other,Unknown,194081,33624,credit,2023-09-13,Unknown,AXIS004,Rejected,479,Rejected,Active
A12845,Amit,43,Female,Loan,127769,49118,credit,2022-07-15,Bangalore,Unknown,Rejected,807,Rejected,Inactive
A11443,Amit,38,Other,Credit,80148,-8511,debit,2025-02-18,Chennai,HDFC001,Rejected,424,Rejected,Inactive
A12785,Neha,43,Male,Unknown,185380,33822,credit,2025-10-09,Bangalore,Unknown,Rejected,894,Pending,Inactive
A12352,Amit,45,Other,Unknown,59515,-7574,debit,2023-03-17,Chennai,Unknown,Rejected,895,Pending,Inactive
A10945,John,52,Male,Credit,86522,35486,credit,2022-03-09,Mumbai,AXIS004,Rejected,674,Pending,Active
A10848,Amit,19,Other,Unknown,110379,-388,debit,2024-05-25,Unknown,HDFC001,Pending,453,Pending,Inactive
A10184,Neha,43,Female,Unknown,23507,22640,credit,2025-01-15,Bangalore,Unknown,Rejected,711,Rejected,Inactive
A10319,Sara,27,Female,Unknown,153438,38764,credit,2023-06-14,Pune,AXIS004,Rejected,596,Verified,Closed
A11466,Sara,45,Female,Current,44642,40389,credit,2022-05-06,Bangalore,Unknown,Approved,490,Verified,Active
A10901,Amit,30,Female,Credit,153970,12725,credit,2025-04-29,Bangalore,AXIS004,Rejected,417,Pending,Inactive
A11843,Unknown,59,Male,Loan,181083,-31623,debit,2025-09-19,Delhi,Unknown,Approved,751,Verified,Active
A11274,Amit,64,Other,Credit,62415,-14559,debit,2025-04-16,Chennai,AXIS004,Rejected,407,Rejected,Inactive
A10573,Amit,23,Other,Unknown,164538,-761,debit,2025-01-20,Unknown,AXIS004,Rejected,372,Pending,Dormant
A13178,John,66,Male,Loan,121017,37459,credit,2025-06-05,Chennai,SBI002,Rejected,825,Rejected,Inactive
A12515,Sara,51,Other,Loan,72248,-19249,debit,2022-10-24,Chennai,SBI002,Rejected,586,Pending,Inactive
A13345,Priya,29,Other,Current,153710,-2967,debit,2025-07-29,Pune,HDFC001,Rejected,618,Pending,Active
A12093,Ravi,63,Other,Savings,158064,20126,credit,2024-07-01,Chennai,SBI002,Approved,672,Verified,Active
A10992,Priya,26,Other,Credit,139310,17232,credit,2025-05-24,Unknown,ICICI003,Rejected,321,Rejected,Inactive
A11598,John,61,Male,Savings,3812,45140,credit,2025-08-22,Unknown,HDFC001,Approved,872,Verified,Active
A13094,Ravi,64,Male,Current,146833,3896,credit,2025-03-13,Delhi,SBI002,Rejected,372,Rejected,Active
A11249,Ravi,18,Other,Current,13333,-20141,debit,2021-12-10,Chennai,Unknown,Rejected,363,Pending,Inactive
A12821,Ravi,44,Male,Unknown,99666,12141,credit,2022-01-05,Delhi,Unknown,Rejected,452,Rejected,Inactive
A11356,Amit,65,Other,Loan,38063,8582,credit,2025-09-15,Chennai,SBI002,Rejected,461,Pending,Inactive
A11597,John,32,Other,Savings,152590,16418,credit,2022-01-13,Delhi,Unknown,Rejected,624,Rejected,Inactive
A12218,Ravi,48,Male,Savings,160109,-17108,debit,2025-09-21,Unknown,AXIS004,Rejected,514,Rejected,Inactive
A10759,Priya,64,Male,Unknown,56635,35178,credit,2024-05-02,Delhi,HDFC001,Rejected,833,Rejected,Inactive
A10400,Priya,27,Female,Loan,61020,18907,credit,2022-01-06,Chennai,Unknown,Approved,464,Verified,Active
A13387,Amit,41,Other,Credit,137835,-1641,debit,2022-01-27,Unknown,HDFC001,Rejected,342,Rejected,Inactive
A10273,John,23,Female,Credit,162336,-39,debit,2021-11-26,Bangalore,Unknown,Rejected,370,Rejected,Inactive
A13268,Amit,35,Other,Unknown,128864,-18927,debit,2023-03-19,Bangalore,AXIS004,Pending,866,Pending,Closed
A11340,Ravi,20,Female,Current,167783,-7187,debit,2023-10-08,Pune,SBI002,Approved,852,Verified,Active
A11689,Ravi,44,Other,Current,86454,15796,credit,2021-08-26,Unknown,HDFC001,Rejected,583,Pending,Dormant
A11166,John,24,Male,Loan,19246,19117,credit,2024-08-01,Chennai,Unknown,Approved,677,Verified,Active
A10877,John,64,Male,Unknown,129836,-28555,debit,2025-04-02,Pune,ICICI003,Rejected,541,Rejected,Active
A10181,Neha,27,Other,Unknown,161015,-18732,debit,2025-04-06,Delhi,HDFC001,Rejected,460,Rejected,Inactive
A10081,Neha,19,Other,Current,141300,-17230,debit,2021-09-18,Unknown,Unknown,Rejected,385,Rejected,Inactive
A12246,Ravi,74,Other,Savings,17249,-5583,debit,2024-12-14,Chennai,HDFC001,Pending,881,Verified,Active
A10028,Priya,21,Other,Unknown,91935,40138,credit,2023-04-08,Unknown,Unknown,Pending,766,Verified,Active
A12532,Neha,19,Female,Credit,174643,-45460,debit,2025-03-11,Chennai,Unknown,Pending,526,Pending,Active
A10484,Priya,19,Other,Current,129057,-39747,debit,2025-02-21,Unknown,AXIS004,Rejected,795,Pending,Inactive
A12388,Priya,58,Other,Current,69426,3038,credit,2021-08-22,Unknown,AXIS004,Rejected,346,Rejected,Inactive
A10498,Sara,48,Female,Credit,195892,17425,credit,2022-04-09,Pune,Unknown,Rejected,528,Pending,Inactive
A10178,Ravi,23,Female,Credit,93249,14685,credit,2022-09-15,Bangalore,AXIS004,Rejected,707,Pending,Dormant
A12229,John,51,Male,Unknown,27565,39634,credit,2021-12-22,Chennai,SBI002,Rejected,499,Rejected,Active
A11802,Amit,22,Other,Current,1021,9653,credit,2024-09-18,Bangalore,AXIS004,Rejected,740,Rejected,Inactive
A13003,John,66,Other,Loan,105427,-2311,debit,2024-05-15,Delhi,AXIS004,Pending,552,Pending,Closed
A11438,Amit,28,Other,Current,98518,-1972,debit,2024-04-17,Chennai,AXIS004,Pending,729,Pending,Active
A11851,Neha,33,Female,Current,174801,43328,credit,2025-09-28,Unknown,ICICI003,Pending,365,Pending,Active
A11166,John,24,Male,Loan,52443,35004,credit,2022-01-25,Chennai,Unknown,Pending,828,Verified,Active
A12035,Priya,23,Other,Loan,179767,12171,credit,2023-07-17,Bangalore,SBI002,Pending,424,Pending,Inactive
A11456,Unknown,60,Female,Credit,127281,-29256,debit,2021-02-20,Chennai,Unknown,Pending,581,Verified,Active
A10632,Neha,24,Female,Unknown,159807,38513,credit,2021-03-18,Chennai,Unknown,Rejected,689,Rejected,Inactive
A11405,Priya,59,Other,Current,141799,44676,credit,2022-12-06,Chennai,SBI002,Pending,689,Verified,Active
A11080,Priya,56,Other,Credit,105493,-2233,debit,2021-01-27,Delhi,ICICI003,Rejected,380,Rejected,Inactive
A10449,John,23,Female,Unknown,94119,-18792,debit,2024-01-17,Unknown,Unknown,Approved,847,Verified,Active
A11896,Neha,41,Female,Unknown,167716,5931,credit,2023-11-05,Unknown,SBI002,Approved,848,Verified,Active
A13013,Unknown,26,Other,Unknown,71266,-21903,debit,2023-03-05,Pune,HDFC001,Rejected,489,Rejected,Inactive
A12191,Ravi,35,Female,Unknown,58900,-15540,debit,2025-06-04,Unknown,AXIS004,Rejected,806,Pending,Inactive
A10631,Amit,60,Other,Current,116345,22469,credit,2022-08-08,Unknown,AXIS004,Rejected,366,Rejected,Inactive
